Title,Location,Company,Salary,Sponsored,Description
"VP, Senior Big Data Engineer, Group Consumer Banking and Big...",Singapore,DBS Bank,,Organic,"Business Function

Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.

Senior BigData Engineer

As a Senior Data Engineer you'll be a Machine Learning and Data Engineering Specialist and help us discover the information hidden in vast amounts of data. You'll help us make smarter decisions to deliver even better products and apply data mining techniques and statistical analysis to build high quality prediction systems integrated with our products.

Responsibilities
Design and implement key components for highly scalable, distributed data collection and analysis system built for handling petabytes of data in the cloud.
Move architecture and implementation through the development pipeline, from research to deployment
Work with architects from other divisions contributing to this analytics system and mentor team members on best practices in backend infrastructure and distributed computing topics.
Analyze source data and data flows, working with structured and unstructured data.
Manipulate high-volume, high-dimensionality data from varying sources to highlight patterns, anomalies, relationships and trends
Analyze and visualize diverse sources of data, interpret results in the business context and report results clearly and concisely.
Apply data mining, NLP, and machine learning (both supervised and unsupervised) to improve relevance and personalization algorithms.
Work side-by-side with product managers, software engineers, and designers in designing experiments and minimum viable products.
Build and optimize classifiers using machine learning techniques and enhance data collection procedures that is relevant for building analytic systems.
Discover data sources, get access to them, import them, clean them up, and make them “model-ready”. You need to be willing and able to do your own ETL.
Create and refine features from the underlying data. You’ll enjoy developing just enough subject matter expertise to have an intuition about what features might make your model perform better, and then you’ll lather, rinse and repeat.
Run regular A/B tests, gather data, perform statistical analysis, draw conclusions on the impact of your optimizations and communicate results to peers and leaders.

Requirements
10+ years of Experience in one or more areas of big data and machine learning
The ability to work with loosely defined requirements and exercise your analytical skills to clarify questions, share your approach and build/test elegant solutions in weekly sprint/release cycles.
Development experience in Java/Scala and pride in producing clean, maintainable code
Practical experience in clustering high dimensionality data using a variety of approaches
Real world experience in solving business problems by deploying one or more machine learning techniques
Experience creating pipelines to analyze data, extracted features and updated models in production.
Independence and self-reliance while being a pro-active team player with excellent communication skills.
Hands-on development with key technologies including Scala, Spark, and other relevant distributed computing languages, frameworks, and libraries.
Experience with distributed databases, such as Cassandra, and the key issues affecting their performance and reliability.
Experience using high-throughput, distributed message queueing systems such as Kafka.
Familiarity with operational technologies, including Docker (required), Chef, Puppet, ZooKeeper, Terraform, and Ansible (preferred).
An ability to periodically deploy systems to on-prem environments.
Mastery of key development tools such as GIT, and familiarity with collaboration tools such as Jira and Confluence or similar tools.
Experience with Teradata SQL, Exadata SQL, T-SQL
Strong experience in graph and stream processing
Experience in migrating SQL from traditional RDBMS to Spark and BigData technologies
Experience in building language parsers using ANTLR, query optimizers and automatic code generation
In-depth knowledge of database internals and Spark SQL Catalyst engine
Apply Now

We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements."
#SGUNITEDJOBS ENGINEER / SENIOR ENGINEER - OPERATIONS PLANNI...,Singapore,INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,,Organic,"If you are a highly adaptive team player who like to establish sustainable relationship with global stakeholders of diverse culture, enjoy solving challenging problems, passionate in learning and constantly improving processes & tools, paying attention to details while keeping the big picture in mind, this great opportunity in our Singapore Backend Operation Planning & Controlling team might just be the right fit for you!

In your new role you will:
Be responsible for the continuous improvement of business processes / systems / reporting tools covering 11 global sites
Lead global projects to harmonize, improve efficiency and robustness of processes and tools
Use best practices to carry out business process analysis, re-engineering, process measurements and change management activities
Apply advanced data analytics to understand co-relations, performance trend and derive action plan for improvement
Generate management reports and work with stakeholders to close performance gap
Automate global reports, ensure standardization of data sources and definitions
Document business processes, policies and ensure regular update
You are best equipped for this task if you have:
Bachelor's Degree in Engineering / Science with 3-5 years of experience in a manufacturing environment, preferably in semiconductor industry
Experience as project manager leading cross functional projects, possessing valid Project Management Certification will be an advantage
Knowledge in Data analytics tool Tableau preferred
Ability to facilitate discussion with key users, translate requirements into a specification for IT development
Excellent communication and interpersonal skills, able to work independently yet a strong team player in a global setup
A self-driven individual with strong analytical ability & problem solving skills

Please apply via https://www.infineon.com/cms/en/careers/jobsearch/jobsearch/303238-Engineer-Senior-Engineer-Operations-Planning-and-Controlling/"
Senior Consultant Data Virtualization for Analytics / Data S...,Singapore,Denodo Technologies,,Organic,"Company Description
Denodo is the leader in data virtualization – providing unmatched performance, unified access to the broadest range of enterprise, Big Data, cloud and unstructured sources, and the agilest data services provisioning and governance – at less than half the cost of traditional data integration. Denodo’s customers have gained significant business agility and ROI by creating a unified virtual data layer that serves strategic enterprise-wide information needs for agile BI, big data analytics, web and cloud integration, single-view applications, and SOA data services across every major industry. Founded in 1999, Denodo is privately held.
Forrester recognizes Denodo as a leader in Data Virtualization and mentioned, “Denodo is executing well on its vision to support more enhanced connectors and adapters to new sources; improve scale and performance to support complex and real-time analytics, and integrate with leading in-memory computing and cloud platforms.""
Denodo is also included in Gartner Magic Quadrant for Data Integration Tools.

Job Description
The Opportunity
The Senior Consultant Data Virtualization will be responsible for consulting, troubleshooting and empowering our clients using Data Virtualization.
Our customer's projects will include integrating data in a virtual manner for operational and/or informational purposes - Integration of multiple data sources for a Customer Service Multichannel IT Infrastructure; implementation of Logical Data Warehouses and Virtual Datamarts to enable modern Business Intelligence solutions, Integration Layers for Hadoop-based Data Lakes, and support for Agile Operational Reporting on a diverse Big Data infrastructure are just a few flavours of your future projects.
Denodo is always looking for technical, passionate people to join our Services Engineering team. We want a professional who will consult, support and troubleshoot to enhance our clients’ journey around Data Virtualization.
Be part of an elite team in a rapidly growing international software product company. Your career with us will combine cutting edge technology, exposure to worldwide clients across all industries (Financial Services, Automotive, Insurance, Pharma, etc.), exciting growth path for technical, product and customer-facing roles, direct mentorship, and access to senior management as part of a global team.

Duties & Responsibilities
To be successful in this role you will require a combination of high technical expertise, troubleshooting skills and client management skills to conduct on-site and off-site consulting, product implementation and technical support. In this position you will work directly with engineers: our own staff, our partners, and our customers.
Product and technical knowledge:
Obtain and maintain strong knowledge of the Denodo Platform, be able to deliver a superb technical pitch, including overview of our key and advanced features and benefits, services offerings, differentiation, and competitive positioning.
Constantly learn new things and maintain an overview of modern technologies.
Be able to address a majority of technical questions concerning customization, integration, enterprise architecture and general feature / functionality of our product.
Capable of building and/or leading the development of custom deployments based and beyond client’s requirements.
Provide timely, prioritized and complete customer-based feedback to Product Management, Sales, Support and/or Development regarding client’s business cases, requirements and issues.
Presentation and organizational skills:
Engage clients in the product architecture, configuration, and use of the Denodo Platform.
Know when and where to escalate within the Denodo technical organization, and make effective use of those resources.
Promote knowledge and best practices while managing deliverables and client expectations.
Customer engagement:
Manage client expectations, establish credibility at all levels within the client and build problem-solving partnerships with the client, partners and colleagues.
Provide technical consulting and support.
Develop white papers, presentations, training materials or documentation on related topics.

Qualifications
We require:
Experience Range: 3-15 years (Fresh Graduates must be top-ranked and exceptionally qualified).
University Degree relating to information systems or computer science (Bachelor, Master, Diploma).
Excellent verbal and written communication skills to be able to interact with technical and business counterparts.
Solid understanding of SQL and good grasp of relational and analytical database management theory and practice.
Good knowledge of modern technologies such as JDBC, XML and Web Services APIs.
Strong technical knowledge in modern architectures.
Strong analytical and problem solving abilities.
Active listener.
Lots of curiosity. You never stop learning new things.
Creativity. We love to be surprised with innovative solutions.
Availability to be on-call during non-working hours.
Willingness to travel.
Be a team worker with positive attitude.
We value:
Experience working with GIT or other version control systems.
Experience working with BigData and/or noSQL environments like Hadoop, mongoDB, ...
Experience working with caching approaches and technologies.
Experience in Windows & Linux (and UNIX) operating systems in server environments.
Business software implementation and integration projects (e.g. ETL/Data Warehouse architectures, CEP, BPM).
Integration with packaged applications (e.g. relational databases, SAP, Siebel, Oracle Financials, Business Intelligence tools, …).
Industry experience in supporting mission critical software components.
Experience in attending customer meetings and writing technical documentation.
Foreign language skills are a plus.

Additional Information
Employment Practices
We are committed to equal employment opportunity.
We respect, value and welcome diversity in our workforce.
We do not accept resumes from headhunters or suppliers that have not signed a formal fee agreement. Therefore, any resume received from an unapproved supplier will be considered unsolicited, and we will not be obligated to pay a referral fee."
Lead Data Engineer (Hadoop / Python / MatLab),Singapore,Michael Page,,Organic,"Opportunity to work with Advanced Technologies
High Impact Position
About Our Client
Our client is an upcoming Technology Platform and they are looking for a highly motivated Lead Data Engineer (Hadoop / Python / MatLab) to work with a diverse team of technical resources, product managers and develop advanced technology solutions.
Job Description
As the Lead Data Engineer (Hadoop / Python / MatLab), you are responsible for:
Identifying, reviewing, and determining the value of unstructured data from multiple sources before designing scalable systems to ingest the relevant data.
Developing the blueprint design for the data architecture on cloud platforms, ensuring scalability and efficiency.
Owning the data pipelines and driving continuous improvements in data quality reports.
Designing data models to support analytics reports, data transformation and data science models.
Collaborating with Industry Experts and Software Engineers to refine the selection of data sources and optimize the data collection process.
The Successful Applicant
As a successful applicant, you will have a Degree in Business Analytics or equivalent with at least 5 years of experience in the Data Engineering field, backed by strong working experience with both unstructured and structured data. You will also have a proven track record of working with Big Data tools such as Hadoop / Spark / Hive, coupled with relevant scripting experience using Python with NoSQL databases such as MongoDB / PostgreSQL.
You will have a strong experience with statistical programming tools such as MatLab / R / SAS in a UNIX / LINUX environment. You will also have relevant experience with data modelling and creating predictive models.
What's on Offer
Opportunity to work with Advanced Technologies
High Impact Position
Attractive Salary Package
Contact:
Ray Liang
Quote job ref: 4140283
+65 9723 9218
Save Job
Apply
Lead Data Engineer (Hadoop / Python / MatLab)
From email *
To email *
Our client is an upcoming Technology Platform and they are looking for a highly motivated Lead Data Engineer (Hadoop / Python / MatLab) to work with a diverse team of technical resources, product managers and develop advanced technology solutions.
Job Description
As the Lead Data Engineer (Hadoop / Python / MatLab), you are responsible for:
Identifying, reviewing, and determining the value of unstructured data from multiple sources before designing scalable systems to ingest the relevant data.
Developing the blueprint design for the data architecture on cloud platforms, ensuring scalability and efficiency.
Owning the data pipelines and driving continuous improvements in data quality reports.
Designing data models to support analytics reports, data transformation and data science models.
Collaborating with Industry Experts and Software Engineers to refine the selection of data sources and optimize the data collection process.
The Successful Applicant
As a successful applicant, you will have a Degree in Business Analytics or equivalent with at least 5 years of experience in the Data Engineering field, backed by strong working experience with both unstructured and structured data. You will also have a proven track record of working with Big Data tools such as Hadoop / Spark / Hive, coupled with relevant scripting experience using Python with NoSQL databases such as MongoDB / PostgreSQL. You will have a strong experience with statistical programming tools such as MatLab / R / SAS in a UNIX / LINUX environment. You will also have relevant experience with data modelling and creating predictive models.
What's on Offer
Opportunity to work with Advanced Technologies
High Impact Position
Attractive Salary Package
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Data Analysis
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Ray Liang
Consultant contact:+65 9723 9218"
#SGUNITEDJOBS SENIOR SOFTWARE ENGINEER,Singapore,COMMSCOPE COMMUNICATIONS SINGAPORE PTE. LTD.,,Organic,"You will work with a dynamic and focused team to develop state-of-the-art Big Data analytics engine and applications. As our Senior Engineer, you will be implementing our core software components, and be involved in scalable software architecture design. This is an opportunity to develop cutting edge data analytics tools and work on the latest cloud and VM technologies.

Requirements:
More than 2-3 years of software development experience.
Well versed in end-to-end product development
Well versed in Node JS, GraphQL, React, Redux, Javascript.
Well versed in testing tools.
Comfortable with Linux environment
Have experience with cloud deployments
Familiar with agile development methodology
Familiar with databases like Postgres, Druid, MongoDB.
Familiar with Big Data technologies ( Spark, Hadoop, Ignite, Parquet etc.)
Knowledge of data pipeline tools like Kafka, Storm, Spark Streaming a plus
Knowledge of functional programming languages, like Scala a plus
Familiarity with DevOps tools like Docker containers a plus"
#SGUNITEDJOBS SENIOR IOT DATA ENGINEER,Singapore,ENVISION DIGITAL INTERNATIONAL PTE. LTD.,,Organic,"We are looking for energetic and intellectually curious data geek to join us as an IoT data engineer. Help us discover insights and unlock customer value hidden in vast amounts of IoT data and help us make smarter decisions to deliver even better products. Your primary focus will be in IoT data modelling and management, applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
Responsibilities
Create and maintain optimal data pipeline architecture for all subsystem related data
Assemble large, complex data sets that meet functional/ non-functional business requirements
Lead top priority EnOS IoT hub data all the way from project initiation, chartering, enrolling team members, execution and closure
Work with marketers, Data/ Business Analysts to understand marketing challenges, business questions, processes, and related data
Integrate consumer data from owned websites/applications, from partners; third-party vendors transnational data (history data)
Build the modules required for optimal extraction, transformation, and loading of data from a wide variety of data sources using EnOS technologies primarily
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key marketing performance metrics.
Related Work Experience
5+ years of work experience in data engineering functions; delivering solutions to large organizations
Experience in working on marketing data related data pipelines (consumer data or otherwise) like in IoT Data Streaming etc. Especially advantageous if you have built solutions from the ground up
Basic experience in data science and analytics will be preferred
Data Experience related to Telecom, Manufacturing, Power Grid, eCommerce, digital media and other data sets, most commonly used in the IoT industry will be an additional advantage
Qualifications
In depth experience in one, or more, Big Data Technologies such as ( Hive, HBase, Kafka, ). Strong preference for Cloud expertise
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases. NoSQL knowledge will be preferred
Advanced skills with big data tools: Hadoop, Spark, Kafka; data pipeline and workflow management tools (Airflow etc)
Advanced skills with one or more object-oriented/object function scripting languages: Python, Java, C++, C#, Python, etc
Experience in stream-processing systems: Spark-Streaming, etc
Experience in develop application with Asynchronized Message Queue notification, e.g MQTT
Rich Experience in stream-processing JSON Time series data into Elasticsearch
Intermediate level of Kubernetes platform and CRD resource setup
Experience with building scalable APIs ; integrating with APIs to push data from a data warehouse to other channels
Strong analytic skills related to working with unstructured datasets
Build processes supporting data transformation, data structures, metadata, dependency and workload management
A successful history of manipulating, processing and extracting value from large disconnected datasets."
Big Data / Software Architect - Data Analytics,Singapore,TENTEN Partners Pte. Ltd.,,Organic,"This is a great role where you will be responsible for both software and system architecture, as well as implementation in collaboration with software engineers and data scientists You will set the technology direction for major components of the analytics software products.

Requirements
Bachelor’s degree in Computer Science, Computer Engineering or a software related discipline, from an accredited college or university
10+ years experience working with product development/engineering and product management
5+ years experience in engineering leadership role
Experience in design, implementation, and deployment of high volume, highly available, cloud-based systems.
Must have experience with creating web services that can run in a high availability Cloud environment that can easily be monitored
Must have hands on experience in Java, spring , microservices, REST API, spring Boot; Scala, Hadoop, Spark, Kafka, Postgres, Docker, Kubernetes;
Good to have hands on experience in Impala, Hive, Kudu, Knowledge of CI/CD, GRPC, Swagger, ELK.
Experience and Demonstrated understanding of Object/Component Oriented Design techniques
Experience with Big Data and real-time analytics
Experience with Agile software development methodologies and Test Driven Design
Proven ability to evaluate and adopt new technology."
#SGUNITEDJOBS ENGINEER / SENIOR ENGINEER - OPERATIONS PLANNI...,Singapore,INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,,Organic,"If you are a highly adaptive team player who like to establish sustainable relationship with global stakeholders of diverse culture, enjoy solving challenging problems, passionate in learning and constantly improving processes & tools, paying attention to details while keeping the big picture in mind, this great opportunity in our Singapore Backend Operation Planning & Controlling team might just be the right fit for you!

In your new role you will:
Be responsible for the continuous improvement of business processes / systems / reporting tools covering 11 global sites
Lead global projects to harmonize, improve efficiency and robustness of processes and tools
Use best practices to carry out business process analysis, re-engineering, process measurements and change management activities
Apply advanced data analytics to understand co-relations, performance trend and derive action plan for improvement
Generate management reports and work with stakeholders to close performance gap
Automate global reports, ensure standardization of data sources and definitions
Document business processes, policies and ensure regular update
You are best equipped for this task if you have:
Bachelor's Degree in Engineering / Science with 3-5 years of experience in a manufacturing environment, preferably in semiconductor industry
Experience as project manager leading cross functional projects, possessing valid Project Management Certification will be an advantage
Knowledge in Data analytics tool Tableau preferred
Ability to facilitate discussion with key users, translate requirements into a specification for IT development
Excellent communication and interpersonal skills, able to work independently yet a strong team player in a global setup
A self-driven individual with strong analytical ability & problem solving skills

Please apply via https://www.infineon.com/cms/en/careers/jobsearch/jobsearch/303238-Engineer-Senior-Engineer-Operations-Planning-and-Controlling/"
Big Data Solutions Architect,Singapore,Keyrus,,Organic,"Job responsibilities :
The Big Data & Data Architect will be responsible for big data solution technical architecture design and delivery for Keyrus Customer. The job covers technical requirements collection and analysis; architecture design, Proof of Concept.
This role is a resource with decent industry insight and technical design and development expertise in the Data Analytics. This person should have practical experience in some of the big data technologies including - Hadoop, HBase, Hive, Zookeeper technologies. This role is a hands on technical expert and has experience in leading large delivery teams delivering complex projects.
This position requires deep knowledge of Big Data, data warehousing and streams technology，Build or choose open source tools to help other engineers access complex data more efficiently, experienced client facing consultant with strong ability to get requirements and translate to specifications.

Requirements and qualifications :
BS or MS degree in computer science or engineering.
5 years in IT Industry with client insight. Familiar with the industry data management status and analytics requirements.
5 years developing production software with previous experience working on a large-scale distributed system
At least 5 years of applications development and architecture utilizing the following: Java, Python, UNIX shell, SQL is plus
Prior experience architecting a Big Data Solution, at least 2 years of experience using big data systems and/or using big data for data analysis
Solid understanding of distributed system concepts used in scaling big data technologies with exponential growth of data and speeding up queries.
In-depth understanding of inner workings of one or more of the big data technologies like (but not limited to) Hadoop/Mapreduce, Hbase, Hive, Zookeeper，Splunk，Infosphere Streams etc..
Knowledge of cluster and parallel processing architectures (particularly on Linux, Blades, x86 and Linux on pSeries...knowledge of network processing and capacity)
Familiar with enterprise software engineering practices, including agile development."
Senior Cloud Infrastructure Engineer,Singapore,Standard Chartered,,Organic,"Job: Technology
Primary Location: ASEAN & South Asia-Singapore-Singapore
Schedule: Full-time
Employee Status: Permanent
Posting Date: 19/May/2020
Unposting Date: 03/Jun/2020
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.


To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.


We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.


The Role Responsibilities
Run platform across Global Regions and ensure consistency in our use of Cloud Services.
Evaluate and propose new technologies for business solutions.
Interact with customers to understand business requirements and expectations.
Establish best engineering practices through solid design decisions, processes, and tools.
Technical product qualification (benchmarking, suitability, performance characteristics) of relevant hardware and software for use case requirements.
Write server side code to create robust production offerings that are highly available, scalable and can cope with burst demand.
Champion Agile best-practices, processes, and tools in support of DevOps processes.
Ensure proactive capacity planning and expansions.
Special responsibilities for:
Ensuring that Standard Chartered own images in the cloud environments are fully consistent with Bank audit and compliance requirements and fully consistent with the design ethos and technical requirements of external and internal cloud providers.
Ensuring that all relevant platforms are being efficiently and appropriately supported in SCB CI/CD toolchains, including identifying opportunities for toolchain and operational practise improvements.
Cloud platform estate management including license / support subscription oversight, control and best utilization, automation of estate reporting and management, including close collaboration with other Platforms.
supporting adoption of containers and container control frameworks for external and internal Cloud Services, including container platform selection and design, cost and license planning and ensuring that self-service design/deployment/control web containers is appropriate for requirements.
Incident Management for issues related to Private Cloud Services, acting as senior escalation point for Cloud Support, driving service restoration and stability during significant incidents.
People and Talent
Lead through example and build the appropriate culture and values. Set appropriate tone and expectations from their team and work in collaboration with risk and control partners.
Ensure the provision of ongoing training and development of people, and ensure that holders of all critical functions are suitably skilled and qualified for their roles ensuring that they have effective supervision in place to mitigate any risks.
Employ, engage and retain high quality people.
Set and monitor job descriptions and objectives for direct reports and provide feedback and rewards in line with their performance against those responsibilities and objectives.
Governance
Take personal responsibility for understanding the risk and compliance requirements of the role.
Understand and comply with, in letter and spirit, all applicable laws and regulations, including those governing anti-money laundering, terrorist financing and sanctions; the Group’s policies and procedures; and the Group Code of Conduct.
Effectively and collaboratively identify, escalate, mitigate and resolve risk and compliance matters.
Technology Competencies
Required - deep expertise in server and workload virtualisation, including hypervisors and networking.
Required - experience of deploying and controlling virtual machines in a cloud services environment, preferably with Amazon Web Services or other cloud providers such as Microsoft Azure or Google Cloud Platform.
Required – experience with VMware, vSphere, vRealise Automation, NSX, Software-defined-storage solutions.
Required - experience and expertise in Continuous Integration / Continuous Deployment practise, tooling and techniques. Evidence of leading organisational and cultural change to adopt CI/CD practises (Jira, Confluence, BitBucket, git; Jenkins, Artifactory, Terraform, Packer, Rundeck, Ansible, AppDynamics)
Required – experience with at least one of data analytics tools such as Splunk and/or ELK.
Required - Ability to write code. Ideally in Python or Java.
Strongly advantageous - experience and demonstrable accomplishments as a DevOps engineer.
Strongly advantageous – experience of successful and demonstrable achievements in collaborative working with compliance, technology risk and regulatory requirement specialists.
Advantageous - extensive experience and demonstrable accomplishments in selecting, designing and implementing automation and compliance frameworks that are applied to virtual compute resource deployments in the cloud.
Advantageous - deep experience in multi-tier application architecture, development, deployment and support.
Advantageous - knowledge of writing code to produce and consume RESTful API’s.
Service & Finance
Demonstrates delivering services as a business (understanding and analysing the cost base of a service, controlling a recharge and recovery model)
Vendor interaction, understand the product/technology lifecycle (end-of-life) and provide recommendation for changes/upgrades.
Demonstrates tactical ownership for the management and support of assigned infrastructure areas.
Participating in initiatives to maintain a secure, consistent, and effective global technical infrastructure service.
Our Ideal Candidate
Delivers by possessing productivity, professionalism, customer service attitude, attention to detail and quality; ability to multitask; strong interpersonal skills, strong verbal and written communication skills and adherence to standard operating procedures.
Demonstrates ability to adapt to a rapidly changing environment and ability to take direction from multiple areas.
Comfortable in an agile and fast-moving environment.
Developing Self & Others through Coaching, Contributing to Team, continuously learning and sharing knowledge.
Academic or Professional Education/Qualifications: IT related tertiary qualification or equivalent experience.
Licences and Certifications / accreditations - Associate or Professional level of AWS Certification (SA, SysOps), ITIL v3
Apply now to join the Bank for those with big career ambitions.


To view information on our benefits including our flexible working please visit our career pages. We welcome conversations on flexible working."
#SGUNITEDJOBS DATA SCIENTIST,Singapore,MINISTRY OF HOME AFFAIRS,,Organic,"The Ministry of Home Affairs (MHA) aspires to be world-class in delivering a safe and secure home for our people. In pursuing our mission to help make Singapore safe and secure, we remain always constant and true to our core values of Honour and Unity.
MHA utilises state-of-the-art technology and technical know-how to safeguard Singapore’s security and sovereignty. To stay ahead of increasingly sophisticated threats, we have embarked on a journey to leverage on big data, making data analytics part of our operations. We are constantly on a lookout for potential candidates who are interested in working with a large range and volume of data; candidates who are able to dissect, distil,and deliver actionable insights based on complex and varied data sets.
Besides being passionate about data, analytics and problem solving, candidates should also be driven by our mission to make Singapore a safer home, and enjoy working on challenging, diverse and unique problem statements. You will be supported by a team of highly technical and collaborative colleagues with opportunities for advanced training, including leading overseas conferences and courses.

Responsibilities
Conducting end-to-end data mining on complex data sources, including processing, cleaning, integrating, analysing, visualising and detecting anomalies
Present and communicate data-driven findings and recommendations in a coherent, intuitive and concise manner to stakeholders and management
Evaluate and improve upon internal analytical and machine learning tools
Identify, select, and develop suitable AI or machine learning models for a wide array of problem statementsand business principles
Work closely with end users, data engineers and project managers in the planning, development, scaling up, and delivery of solutions

Requirements
Singapore Citizens only.
Fresh Graduates are welcome to apply.
Curious, self-motivated, resourceful, meticulous and enjoys challenges.
Passionate about data analytics, data mining, logic, and problem solving.
Excellent understanding of mathematical, statistical and analytical concepts, and how they can be applied.
Interest and ability to gain expertise in and keep abreast of new developments in data mining/ machine learning/ data analytics algorithms, tools and methods.
Ability to keep the overarching objectives of the project in mind while pursuing the technical details.
Knowledge and experience with the following would be an advantage :
o Statistical, analytical or numerical computing software and tools (e.g. R, SAS, SPSS, Stata, Matlab)
o Programming or scripting (Python, Java, JavaScript, C/C++, C#, Scala)
o Visual analytics or data visualisation techniques (e.g. Tableau, Power BI, D3)
o Machine learning and modelling (e.g. predictive analytics, natural language processing)
o Databases and related querying languages (e.g. SQL, Pig, Hive, SparkQL)
o Big data systems (e.g. Hadoop, Spark, Pig, Hive, MapReduce)
We regret to inform that only shortlisted candidates will be notified."
"VP, Senior Big Data Engineer, Group Consumer Banking and Big...",Singapore,DBS Bank,,Organic,"Business Function

Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.

Senior BigData Engineer

As a Senior Data Engineer you'll be a Machine Learning and Data Engineering Specialist and help us discover the information hidden in vast amounts of data. You'll help us make smarter decisions to deliver even better products and apply data mining techniques and statistical analysis to build high quality prediction systems integrated with our products.

Responsibilities
Design and implement key components for highly scalable, distributed data collection and analysis system built for handling petabytes of data in the cloud.
Move architecture and implementation through the development pipeline, from research to deployment
Work with architects from other divisions contributing to this analytics system and mentor team members on best practices in backend infrastructure and distributed computing topics.
Analyze source data and data flows, working with structured and unstructured data.
Manipulate high-volume, high-dimensionality data from varying sources to highlight patterns, anomalies, relationships and trends
Analyze and visualize diverse sources of data, interpret results in the business context and report results clearly and concisely.
Apply data mining, NLP, and machine learning (both supervised and unsupervised) to improve relevance and personalization algorithms.
Work side-by-side with product managers, software engineers, and designers in designing experiments and minimum viable products.
Build and optimize classifiers using machine learning techniques and enhance data collection procedures that is relevant for building analytic systems.
Discover data sources, get access to them, import them, clean them up, and make them “model-ready”. You need to be willing and able to do your own ETL.
Create and refine features from the underlying data. You’ll enjoy developing just enough subject matter expertise to have an intuition about what features might make your model perform better, and then you’ll lather, rinse and repeat.
Run regular A/B tests, gather data, perform statistical analysis, draw conclusions on the impact of your optimizations and communicate results to peers and leaders.

Requirements
10+ years of Experience in one or more areas of big data and machine learning
The ability to work with loosely defined requirements and exercise your analytical skills to clarify questions, share your approach and build/test elegant solutions in weekly sprint/release cycles.
Development experience in Java/Scala and pride in producing clean, maintainable code
Practical experience in clustering high dimensionality data using a variety of approaches
Real world experience in solving business problems by deploying one or more machine learning techniques
Experience creating pipelines to analyze data, extracted features and updated models in production.
Independence and self-reliance while being a pro-active team player with excellent communication skills.
Hands-on development with key technologies including Scala, Spark, and other relevant distributed computing languages, frameworks, and libraries.
Experience with distributed databases, such as Cassandra, and the key issues affecting their performance and reliability.
Experience using high-throughput, distributed message queueing systems such as Kafka.
Familiarity with operational technologies, including Docker (required), Chef, Puppet, ZooKeeper, Terraform, and Ansible (preferred).
An ability to periodically deploy systems to on-prem environments.
Mastery of key development tools such as GIT, and familiarity with collaboration tools such as Jira and Confluence or similar tools.
Experience with Teradata SQL, Exadata SQL, T-SQL
Strong experience in graph and stream processing
Experience in migrating SQL from traditional RDBMS to Spark and BigData technologies
Experience in building language parsers using ANTLR, query optimizers and automatic code generation
In-depth knowledge of database internals and Spark SQL Catalyst engine
Apply Now

We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements."
