Title,Location,Company,Salary,Sponsored,Description
"VP / AVP, Cloud Architect, Group Consumer Banking and Big Da...",Singapore,DBS Bank,,Organic,"Business Function

Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.

If you are….
An individual who have drivenlarge scale transformation in enterprise level
business and technology architectures (preferably in a banking platform/environment and its ecosystems)
An expert on architecting software solutions that are scalable and stable
Up-to-date on the latest technology innovations and can conduct Proof Of Concept on how to deploy cutting edge technology to provide competitive advantage
We want you to….
Drive and own the strategic business architecture for banking at Headquarter level
Partner development teams to build strategies for execution, drive or facilitate
key technology decisions and influence others to change where appropriate
Be an agent of change to introduce innovative technologies within team/organization.
Work closely with the developers tocreate the next generation of banking software via good programming standards and code reviews using an agile approach and leveraging on the advantages of prototyping
Provide technical mentorship when applicable
Establish and maintain continuous delivery pipelines for deployment of Pivotal Cloud Foundry and related products infrastructure.
And you have….
Strong understanding of open source frameworks
Solid experience working with or leading teams performing systems automation and integration (ideally leveraging an agile methodology / lean techniques)
Relevant experience in release management or production operations
Used scripting + programming languages to automate frequently executed activities
Experience in various programming / scripting languages such as JAVA/J2EE, Scala, XML/XSLT ,PL/SQL, Shell Scripting
Experience in Hadoop ecosystem tools/frameworks such as HDFS, Spark, Map/Reduce, Kafka, Flume, Sqoop, Yarn, Oozie, Pig, Hive, Impala
Experience with aPlatform-as-a-Service(PaaS) product such asCloud Foundry,Heroku,Elastic Beanstalk, or similar
Working experience inChef,Puppet,BOSH, or relatedautomation and / or
orchestration tools/NTP,SAML,OAuth 2,Active Directory,Jenkins,
Hudson,Bamboo,TeamCity, or otherContinuous Integration toolsas well
asIaaS experience(vSphere/ESXi/AWSakaAmazon Web Services/
OpenStack/Azure/GCPakaGoogle Cloud Platform)or related automation
/ orchestration tools
Expert knowledge ofLinux / Unix/Windows systems
Expert knowledge of networking and security related technologies (e.g.load balancing/DNS/SSL/firewalls/NAT)
Solid understanding of systems monitoring, alerting and analytics (NewRelic,AppDynamics,Cacti,Graphite,Logstash,Nagios,Ganglia,Splunk,vROPS,Datadog, etc.)
And finally, we need you to be….
A team player who can work well with people
Aself-starter who can work independently to meets challenging targets
Great communicator with strong influencing and negotiation skills
Apply Now


We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements."
Data Engineer,Singapore,Sciente Consulting Pte. Ltd,,Organic,"Job Description :
If you are an experienced and passionate Data Engineer, this is the opportunity for you.
Excellent career opportunity to gain experience in quantitative data analytics or machine learning data model development for Cybersecurity / Network Infrastructure.
Be at the forefront of innovation working in a high performance and fun team.
Mandatory Skill(s)
Bachelors in Computer Science or Computer Engineering or Information Technology or Mathematics or Statistics or Data Science;
At least 2 years of working experience in quantitative data analytics or machine learning data models;
Experience using open source data science tools such as R, Python, TensorFlow and GPU computing to deploy and manipulate large data sets;
Experience in solutions using technologiessuch as Hadoop / Hive / Hbase / Greenplum / NoSQL;
Deep knowledge of Analytics model/software and tools with the ability to conceptualize, architect the key components and to develop prototypes using statistical software packages such as R / SAS / SPSS;
Extensive experience working with very large data sets,data visualization, data mining, and data cleansing/transformation and machine learning;
Proven track record of solving challenging problems by applying advanced analytics;
Good analytical ability, conceptual thinking, planning and organisational skills.
Desirable Skill(s)
Good understanding of Artificial Intelligence, Machine Learning and Deep Learning concepts.
Responsibilities
Drive and conceptualise the new programs or initiatives related to the use of big data to improve cybersecurity;
Architect the overall data analytics platform to support the deployment of the analytics models, applications and visualization of the results;
Build analytics tool that uses data pipeline to provide actionable insights to the team on big data related issues;
Design and implement data pipelines (real-time and batch) to incorporate new big data sets;
Applying feature transformations for machine learning models on new data sets;
Identify cybersecurity use cases and develop data analytics rules or data models to deliver the use case outcomes;
Continuously, cleansing, verifying, monitoring and testing the system to ensure optimized performance of the models;
Work with vendors to develop data analytics systems and validate accuracy of data models developed.

Job Description : If you are an experienced and passionate Data Engineer, this is the opportunity for you.Excellent career opportunity to gain experience in quantitative data analytics or machine learning data model development for Cybersecurity /"
Product Management - Data products,Singapore,Shopee,,Organic,"Department:
Product Management
Level:
Experienced
Office Location:
Singapore
The Regional Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for implementing strategy, road map and feature, while adhering to business goal. It covers all functions including Financial Services, Supply Chain, Marketing, Search, Recommendation, Advertising, Order, User, Product, Anti-Fraud, Data Science, Seller Service, Big Data. Join us to own a product that is impacting millions of lives in Southeast Asia and Taiwan.
Job Description:

Drive product definition and execute staged development cycle to ensure complete solutions are architected to fulfill business needs and requirements, with balance between speed and sustainability
Co-own product roadmap along with product lead and business stakeholders to ensure product direction is aligned with both short term and long term business goals
Own and drive new applications/features/tools related to data
Drive continuous improvements in fundamental product features to achieve excellent use of data, e.g. data warehouse maintenance, data input/output tools
Establish clear milestones with visible progress regularly
Deliver high quality Product Requirements Document (PRD) and user manual
Analyze, understand and share learnings to build a strong knowledge base of the product
Cultivate a work culture of excellence, commitment, and ownership
Mentor and lead the team towards greater professionalism

Requirements:

Degree in Computer Science, Information System, E-commerce is preferred
At least 3 years experience in product technical design such as system architect and data/database schema
Hands-on involvement in product development cycle from requirements gathering to engineering/QA to actual release and post release performance/scalability monitoring
Extremely data-obsessed, and execution focused
Deep understanding and strong interest of the data products and e-commerce business
Excellent communication, analytical, logical thinking, problem solving, and writing skills
Strong drive and passion in product development and enhancement in order to meet business goals
Ability to work in a fast-paced and agile environment
Flexibility to learn new skills and knowledge
Energetic, positive attitude and team player
Excellent organisational and planning skills"
Business Analyst,Singapore,Hexamatics Singapore Pte Ltd,,Organic,"Lead, collaborate and work effectively with cross-functional and technical teams including business and technology teams to define/clarify requirements and ensure successful adoption of the product
Prioritize business requests and co-create product roadmap with the product owner
Align high-level solution with business strategy in consultation with the product owner and solution architect
Support Product Manager for product planning and prioritization activities
Support effective business change by building relationships with business leaders, technology and operational business partners
Become an effective “bridge” between users and technology. Manage the communication and regular updates to business stakeholders on product releases and issues
Identify risks and issues early, plan mitigating steps and communicate these to stakeholders in a timely manner
Strong stakeholder management ability in handling wide-ranging and senior stakeholders (across segments/product areas)
Work with the team to manage the product backlog
Scope the product features and functionalities: Work closely together with the Product Owner and other squad members, to ensure the right granularity of requirements specification on an epic/story level
Facilitate communication at the team level in order to create consensus on scope, design decisions, and implementation decisions. Proactively Identify risks/issues that might affect the squad’s overall health
Respond promptly to issues raised, through a good understanding of business, operational and technical considerations, and recommend sound solutions
Lead and manage issues during UAT/Sprints, and ensure all requirements have proper traceability
Work experience in Big Data technology stack - Hadoop, Spark, Python, etc. is preferred
Having worked in Big Data platforms, a building Data lake is an added advantage
Job Types: Full-time, Contract
Salary: $5,000.00 to $9,000.00 /month
Experience:
business analysis and Big data technology stack: 5 years (Preferred)
Location:
Singapore (Preferred)"
SQL Database Administrator (Contract),Singapore,Morgan McKinley,,Organic,"SQL Database Administrator (Contract)
S$5-9k pm
Contract
Singapore
23 Apr 2020
RefBBBH756556

SQL Database Administrator
THE CLIENT
Our client is an international banking organization providing various services and solutions to their extensive clientele base. They are looking for an experienced SQL Database Administrator to join their team.
RESPONSIBILITIES AND DUTIES:
Takes up technical tasks and also manages delegation for technical issues within the team,
Supports new technologies and leverages them to provide consistency of service across streams,
Proposes service improvements for all Big Data services supported throughout the organization,
Documents, reviews, maintains and shares relevant technical information within the team
Provides technical knowledge, supports services both proactively and reactively to maintain the availability and reliability of system infrastructure in accordance to the SLA,
Actively engages during any high severity issue and drives for issue resolution.
Reviews technology changes to identify potential risks
Engages with technical peer, Development team, Service managers, Architect and project teams on technology roadmap and projects,
Facilitates transformation projects and suggest future directions for new areas of improvement and change,
Able to drive technically, any complex or high severity incidents and escalations
Actively engages to understand new technologies and technology trends and reviews them with a view to incorporating them into the bank's operations
QUALIFICATIONS:
Ability to manage SQL Server databases
Ability to ensure high levels of performance, availability, sustainability and security
Refine and automate regular processes, track issues, and document changes
Experience in Database migration/upgrade from Lower version to higher versions.
Expertise in writing Power shell scripts, Perl/Python scripts and debugging existing scripts.
Ability to quickly learn new technologies and enable/train other analysts
Ability to work independently as well as in a team environment on moderate to highly complex issues
Ability to automate the SQL installations and configurations hosted on windows & Linux servers
Network and system administration experience, preferably in large-scale data center environments
If you feel you have the right skills and experience for the role, kindly submit your updated CV in word format to nmirpuri@morganmckinley.com.sg
Referrals are greatly appreciated.
EA Licence No: 11C5502
EA Registration Number: R1877789"
#SGUNITEDJOBS BUSINESS ANALYAT,Singapore,HEXAMATICS SINGAPORE PTE. LTD.,,Organic,"Lead, collaborate and work effectively with cross-functional and technical teams including business and technology teams to define/clarify requirements and ensure successful adoption of the product
Prioritize business requests and co-create product roadmap with the product owner
Align high-level solution with business strategy in consultation with the product owner and solution architect
Support Product Manager for product planning and prioritization activities
Support effective business change by building relationships with business leaders, technology and operational business partners
Become an effective “bridge” between users and technology. Manage the communication and regular updates to business stakeholders on product releases and issues
Identify risks and issues early, plan mitigating steps and communicate these to stakeholders in a timely manner
Strong stakeholder management ability in handling wide-ranging and senior stakeholders (across segments/product areas)
Work with the team to manage the product backlog
Scope the product features and functionalities: Work closely together with the Product Owner and other squad members, to ensure right granularity of requirements specification on an epic/story level
Facilitate communication at the team level in order to create consensus on the scope, design decisions, and implementation decisions. Proactively Identify risks/issues that might affect the squad’s overall health
Respond promptly to issues raised, through good understanding of business, operational and technical considerations, and recommend sound solutions
Lead and manage issues during UAT/Sprints, and ensure all requirements have proper traceability
Work experience in Big Data technology stack - Hadoop, Spark, Python, etc. is preferred
Having worked in Big Data platforms, a building Data lake is an added advantage"
Database Manager,Singapore,Sciente Consulting Pte. Ltd,,Organic,"Job Description :
Exciting Opportunity for Database Manager to be a subject matter expert for the organization, you will also be involved in exciting Data-intensive projects.
Mandatory Skill(s)
More than 5 yearsof experience inDatabase engineering;
Good expertise in diverse and complex Database environments;
Experience with Relational and Distributed Databases for e.g. SQL , MySQL, PostgreSQL or HANA;
Team and Stakeholder Management experience;
Responsible for Service level agreements or Key Performance Index;
Experience inmonitoring and troubleshooting of database with tools such as Cloudwatch, Cloudtrail, IAM, EMR;
Exposure to Azure and Amazon Web Services e.g. EC2, RDS, EBS, S3;
Desirable Skill(s)
Expertise in Data Modelling and Big Data Architecture.
Responsibilities
Responsible to set upand lead thedatabaseteam in-line with new Data-centric strategies;
As key domain expert in matters related to Databases, Cloud, Big Data, etc;
Work with the team on design, architect, administration andsupport for organization's Databaserequirements;
Risk Management in relation to Data Management;
Involved in crafting the Dataand Governance Strategy for organization;
Handledatabasecapacity planning and performance tuning;
Plan and execute work load tests, backup/recovery, replication anddisaster recovery;
Keep abreast on the latest related to Databases technologies.

Job Description : Exciting Opportunity for Database Manager to be a subject matter expert for the organization, you will also be involved in exciting Data-intensive projects.Mandatory Skill(s) * More than 5 yearsof experience inDatabase enginee"
Data Architect,Singapore,Michael Page,,Organic,"Newly Created Role
Excellent Salary Package
About Our Client
Our client is a well-established organisation with strong presence within the region. They are looking to hire a Data Architect.
Job Description
As a Data Architect, you will be responsible for the following:
Planning, designing and implementing end to end big data solutions as per client's needs.
Identifying big data frameworks and implanting them that best fits the need.
Being a subject matter expertise by providing optimal architecture components.
Working closely with various internal technical teams during testing phase.
The Successful Applicant
As a successful candidate you will have a bachelor's degree in Computer Science or equivalent with at least 10 years of experience in data industry with 7 years of experience with Big data tools. You will have experience in working with big data frameworks like Hadoop &Spark and distributions like databricks, cloudera, talend or MapR. You will have experience in data modelling along with experience in SQL and No SQL databases. Prior experience in DevOps and DataOps principals will be good to have.
What's on Offer
Newly Created Role
Excellent Working Environment
Contact:
Sachet Sethi (Lic No:R1439850)
Quote job ref: 4119007
+65 6416 9821
Save Job
Apply
Data Architect
From email *
To email *
Our client is a well-established organisation with strong presence within the region. They are looking to hire a Data Architect.
Job Description
As a Data Architect, you will be responsible for the following:
Planning, designing and implementing end to end big data solutions as per client's needs.
Identifying big data frameworks and implanting them that best fits the need.
Being a subject matter expertise by providing optimal architecture components.
Working closely with various internal technical teams during testing phase.
The Successful Applicant
As a successful candidate you will have a bachelor's degree in Computer Science or equivalent with at least 10 years of experience in data industry with 7 years of experience with Big data tools. You will have experience in working with big data frameworks like Hadoop &Spark and distributions like databricks, cloudera, talend or MapR. You will have experience in data modelling along with experience in SQL and No SQL databases. Prior experience in DevOps and DataOps principals will be good to have.
What's on Offer
Newly Created Role
Excellent Working Environment
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Data Analysis
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Sachet Sethi (Lic No:R1439850)
Consultant contact:+65 6416 9821"
Solution Architect- BI,Singapore,Michael Page,,Organic,"Leadership Role
Global Role
About Our Client
Our client is a leading supply chain solutions provider with strong presence across the region. They are looking to hire a Solution Architect- BI.
Job Description
As a Solution Architect-BI, you will be responsible for the following:
Designing, building and implementing complex data warehouse solutions for the business.
Managing end to end data integration project along with being accountable for BI & enterprise data warehouse.
Working with internal stakeholders to drive new initiatives and continuous design improvement.
Being subject matte expertise for all BI, Enterprise data warehouse and operational data store of the business
The Successful Applicant
As a successful candidate you will have a bachelor's degree in Computer Science or equivalent with at least 10 years of experience in managing end to end solution architect project within the BI space. You will have experience in managing modern business intelligence, data analytics platforms and data visualization tools. You will also have experience in working with data warehouse architecture, design and implementation.
Experience in advanced analytical and modelling capabilities, big data and predictive analytics strategies will be good.
What's on Offer
Great Working Environment
Excellent Salary Package
Contact:
Sachet Sethi (Lic No:R1439850)
Quote job ref: 4136502
+65 6416 9821
Save Job
Apply
Solution Architect- BI
From email *
To email *
Our client is a leading supply chain solutions provider with strong presence across the region. They are looking to hire a Solution Architect- BI.
Job Description
As a Solution Architect-BI, you will be responsible for the following:
Designing, building and implementing complex data warehouse solutions for the business.
Managing end to end data integration project along with being accountable for BI & enterprise data warehouse.
Working with internal stakeholders to drive new initiatives and continuous design improvement.
Being subject matte expertise for all BI, Enterprise data warehouse and operational data store of the business
The Successful Applicant
As a successful candidate you will have a bachelor's degree in Computer Science or equivalent with at least 10 years of experience in managing end to end solution architect project within the BI space. You will have experience in managing modern business intelligence, data analytics platforms and data visualization tools. You will also have experience in working with data warehouse architecture, design and implementation. Experience in advanced analytical and modelling capabilities, big data and predictive analytics strategies will be good.
What's on Offer
Great Working Environment
Excellent Salary Package
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Business Analysis
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Sachet Sethi (Lic No:R1439850)
Consultant contact:+65 6416 9821"
Senior Application Architect,Singapore,Huxley APAC,,Organic,"We are looking for a Senior Applications Architect with enterprise background on system integration. You will be required to work on a project to revamp and redesign an existing legacy application to new technologies and modern technology stack. Knowledge and experience on multiple frameworks, platforms, and long term integration projects will be crucial in driving the strategy into success.
Senior Application Architect
Have you ever thought of working with a company that provides a wide range of services and has robust product engagements with enterprise businesses? Our client has a wide range of support and products within cloud computing, unified communications, collaboration, Big Data, Internet of things, and Artificial Intelligence. This company has a presence all over the globe and will give you a valuable portfolio to add under your belt.
We are looking for a Senior Applications Architect with enterprise background on system integration. You will be required to work on a project to revamp and redesign an existing legacy application to new technologies and modern technology stack. Knowledge and experience on multiple frameworks, platforms, and long term integration projects will be crucial in driving the strategy into success.
The role of a Senior Application Architect will be located in Singapore, are looking to looking for a challenge your experience and work with a client that values their employees? If yes, this is your chance!
What will you be doing?
Guide the design of technical software from the business requirements by leveraging design methods, patterns, and best practices
Analyze the client's information technology requirements, translate these needs into system and architecture requirements to ensure architecture design is met accordingly.
Take ownership of the application architecture until it is going live, vendor's management, escalate issues, delivery, and find relevant people to fix problems when required.
Work with a complex system integration project, legacy, to migrate old application to modern stack.
What are we looking for?
10 years of Java/J2EE application architecture experience.
Professional experience in designing, project integration, application development and leadership at the enterprise level.
Influential people communication skills that, and comfortable with senior employees, management, stakeholders, and customers.
Familiar with tools, technologies, and servers like; Java, J2EE, JBoss, WebLogic server, BPMS/BRMS, Oracle, GitHub, Jenkins, Azure/AWS (Amazon web services), CICD (continuous integration and continuous delivery), Spring and Hibernate.
Degree in Computer Science/Information Technology or related disciplines
Good understanding of functional and non-functional requirements, technology risks and limitations
Huxley, a trading division of SThree Pte Limited (Registration Number: 200720126E | SThree Pte Limited Licence Number 16S8216 | Huxley Licence Number 53132076J)
Award winner of:
International Recruitment Company of the Year by Recruitment International 2016
Best Client Services by Asia Recruitment Awards 2017
Best Overseas Operation by Global Recruiters 2017
Highly Commended for Best Large Recruitment Business 2017"
Solution Architect- Big Data,Singapore,Michael Page,,Organic,"Newly Created Role
Great Working Environment
About Our Client
Our client is a well-established technology solutions provider with strong presence in Singapore. They are looking to hire Solution Architect- Big Data.
Job Description
As a Solution Architect- Big Data, you will be responsible for the following:
Identifying, planning and implementing data analytics solutions for the business.
Working with technical teams to develop new solutions and providing architectural expertise.
Identifying future business opportunities for leveraging Data & Analytics solutions on various platforms.
Designing relevant data models in Big Data and NoSQL platforms.
Setting up data analytics platforms in customer data centers or on cloud
The Successful Applicant
As a successful candidate you will have a Bachelor's degree in Computer Science or equivalent with at least 10 years of experience in large scale enterprise data projects .You will have experience in data modelling and architecting skills along with strong knowledge in data languages such as Spark, scala, Impala, Hive SQL, Apache . You will also have experience in cloud-based data analytics platforms such as AWS, Azure data lake or HDInsight.
You will have experience in open source data analytics platforms such as Cloudera, Microsoft, Amazon web services, Teradata, Informatics or Talend.
What's on Offer
Great Salary Package
Newly Created Role
Contact:
Sachet Sethi (Lic No:R1439850)
Quote job ref: 4121802
+65 6416 9821
Save Job
Apply
Solution Architect- Big Data
From email *
To email *
Our client is a well-established technology solutions provider with strong presence in Singapore. They are looking to hire Solution Architect- Big Data.
Job Description
As a Solution Architect- Big Data, you will be responsible for the following:
Identifying, planning and implementing data analytics solutions for the business.
Working with technical teams to develop new solutions and providing architectural expertise.
Identifying future business opportunities for leveraging Data & Analytics solutions on various platforms.
Designing relevant data models in Big Data and NoSQL platforms.
Setting up data analytics platforms in customer data centers or on cloud
The Successful Applicant
As a successful candidate you will have a Bachelor's degree in Computer Science or equivalent with at least 10 years of experience in large scale enterprise data projects .You will have experience in data modelling and architecting skills along with strong knowledge in data languages such as Spark, scala, Impala, Hive SQL, Apache . You will also have experience in cloud-based data analytics platforms such as AWS, Azure data lake or HDInsight. You will have experience in open source data analytics platforms such as Cloudera, Microsoft, Amazon web services, Teradata, Informatics or Talend.
What's on Offer
Great Salary Package
Newly Created Role
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Data Analysis
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Sachet Sethi (Lic No:R1439850)
Consultant contact:+65 6416 9821"
"Cloud Full-Stack Developer (Java, AngularJS, Cloud)",Singapore,Page Personnel,,Organic,"Global MNC that runs its business in logistics and warehousing
Looking for full-stack developer in Java
About Our Client
The Client is a global MNC with presence in all over the globe and in Asia Pacific which runs its business in logistics and warehousing services to its clients and businesses.
Job Description
The incumbent would be responsible for:
Translate product ideas into well-designed, testable and efficient code.
Support continuous improvement and continuous development by investigating alternatives and new technologies and presenting these for architectural review
Architect, design, develop and deploy new features.
Build efficient, reusable well-designed and high-quality front-end and back-end systems.
Troubleshoot and debug to optimize performance.
Work with vendors to migrate legacy applications to newer technologies and Cloud environment
The Successful Applicant
Job Requirements:
5 years of experience in full-stack development
Experience in front-end development using Angular 2/AngularJS framework, JavaScript, JQuery
Experience in back-end development using Java/J2EE, Spring Boot, Microservices Architecture
Experience In big data technologies such as Kafka
Experience in Cloud native environment i.e. AWS, Kibana, ElasticSearch
Experience in CI/CD, Jenkins, Kubernetes, Selenium/TDD framework
What's on Offer
The company offers career growth and exposures, he/she is able to continuously explore new different technologies and implement it to the organization. He/She will be eligible to go for professional certifications and subsidized for academic tuitions to improve their knowledge further."
Data Engineer,Singapore,Sciente Consulting Pte. Ltd,,Organic,"Job Description :
If you are an experienced and passionate Data Engineer, this is the opportunity for you.
Excellent career opportunity to gain experience in quantitative data analytics or machine learning data model development for Cybersecurity / Network Infrastructure.
Be at the forefront of innovation working in a high performance and fun team.
Mandatory Skill(s)
Bachelors in Computer Science or Computer Engineering or Information Technology or Mathematics or Statistics or Data Science;
At least 2 years of working experience in quantitative data analytics or machine learning data models;
Experience using open source data science tools such as R, Python, TensorFlow and GPU computing to deploy and manipulate large data sets;
Experience in solutions using technologiessuch as Hadoop / Hive / Hbase / Greenplum / NoSQL;
Deep knowledge of Analytics model/software and tools with the ability to conceptualize, architect the key components and to develop prototypes using statistical software packages such as R / SAS / SPSS;
Extensive experience working with very large data sets,data visualization, data mining, and data cleansing/transformation and machine learning;
Proven track record of solving challenging problems by applying advanced analytics;
Good analytical ability, conceptual thinking, planning and organisational skills.
Desirable Skill(s)
Good understanding of Artificial Intelligence, Machine Learning and Deep Learning concepts.
Responsibilities
Drive and conceptualise the new programs or initiatives related to the use of big data to improve cybersecurity;
Architect the overall data analytics platform to support the deployment of the analytics models, applications and visualization of the results;
Build analytics tool that uses data pipeline to provide actionable insights to the team on big data related issues;
Design and implement data pipelines (real-time and batch) to incorporate new big data sets;
Applying feature transformations for machine learning models on new data sets;
Identify cybersecurity use cases and develop data analytics rules or data models to deliver the use case outcomes;
Continuously, cleansing, verifying, monitoring and testing the system to ensure optimized performance of the models;
Work with vendors to develop data analytics systems and validate accuracy of data models developed.

Job Description : If you are an experienced and passionate Data Engineer, this is the opportunity for you.Excellent career opportunity to gain experience in quantitative data analytics or machine learning data model development for Cybersecurity /"
Software Architect/ R&D Manager,Singapore,Career Edge Asia Pte Ltd,,Organic,"Salary Range: $4K – $7K + AWS+ VB (There is Engineer roles and Managerial role)
5 working days, Mon – Fri , normal office hours
Location: Various
Responsibilities
Responsible to develop prototype systems relating to Video Analytical for Smart City
Identify business needs and collect data to implement correlation and trend analysis
Ensure product quality with tests and product architecture, coding standard and UX/UI guidelines
To provide support for translation of business needs into analytic requirements
To develop technical specialisation and verify business process requirements are into system design and coordinate on UAT
Conduct research and exploration on design & develop software systems & application
Develop, maintain & improve in-house common platform software & system artifacts
Reports to senior management/ Project Manager on development status
Provide pre-sales support in solution architecting, conduct & preparations for competitive solution & product demonstration, development of mock solutions & proof of concept projects.
Coach & mentor development team (for managerial)
Requirements
Degree in Business / IT or related/ Software engineering related
Experience in full stack software development in Java/ .Net and understanding of OS and Agile software development
Extensive knowledge of software development process & CICD
Strong knowledge of large scale system-level solutions including areas in IT security, network & hardware
Knowledge Micro-services system, Big Data technologies, e.g. SMACK Stack, Spark, Mesos, Akka, Kafka, Cassandra, Docker, & cloud deployment/ services, data analytics/ algorithms

Competitive remuneration package will be offered to the shortlisted candidate.
Interested candidates, please send your updated CV in MS Words format stating your last drawn salary, expected salary, notice period and reason for leaving last / past employment(s) and email to recruit21@caed.com.sg for priority processing.
Attn: Jace Tay (Registration No.: R1331152)
CAREER EDGE ASIA PTE LTD
EA Licence Number: 13C6678
To find out more job opportunities, visit Career Edge Asia at www.caed.com.sg for all job listings.
Email: recruit@caed.com.sg

More Information
Salary Offer $4K - $7K +AWS+VB"
Credit Risk Business Analyst,Singapore,Luxoft India Llp,,Organic,"Responsibilities:
â€¢ Lead projects from start to finish, establish, operate and drive an effective Project Governance to ensure delivery in time, scope and budget
â€¢ Capture business requirements, analyze and translate them into functional and non-functional specifications
â€¢ Coordinate with various interface partners, highlighting any dependencies and impacts
â€¢ Partner with Functional Architects, other Business Analysts and Test Managers on the design and testing of solutions
â€¢ Support L3 Production Incident analysis and resolving, handle user queries on adhoc basis
â€¢ Provide training and guidance to users of the new system or solution

Mandatory Skills:
â€¢ A degree and professional experience in the computer science area with minimum five years' experience as Project Manager and/or Business Analyst in the financial service industry
â€¢ Previous exposure or familiarity to Credit Risk Monitoring business
â€¢ Excellent problem-solving and synthesizing skills (you know how to figure things out)
â€¢ Methodical, concise and accurate, with attention to detail, yet able to maintain big picture and convey complex messages to senior management
â€¢ Have strong communication, facilitation and interpersonal skills (fluent in English)
â€¢ Good knowledge/experience working in PL/SQL to extract data for analysis
â€¢ Exposure to working under the Agile methodology is a plus

Nice-to-Have Skills:
â€¢ Jira / Confluence
â€¢ Agile / Scrum

BA role for Credit Risk development team in Wealth Management business"
Database Manager,Singapore,Sciente Consulting Pte. Ltd,,Organic,"Job Description :
Exciting Opportunity for Database Manager to be a subject matter expert for the organization, you will also be involved in exciting Data-intensive projects.
Mandatory Skill(s)
More than 5 yearsof experience inDatabase engineering;
Good expertise in diverse and complex Database environments;
Experience with Relational and Distributed Databases for e.g. SQL , MySQL, PostgreSQL or HANA;
Team and Stakeholder Management experience;
Responsible for Service level agreements or Key Performance Index;
Experience inmonitoring and troubleshooting of database with tools such as Cloudwatch, Cloudtrail, IAM, EMR;
Exposure to Azure and Amazon Web Services e.g. EC2, RDS, EBS, S3;
Desirable Skill(s)
Expertise in Data Modelling and Big Data Architecture.
Responsibilities
Responsible to set upand lead thedatabaseteam in-line with new Data-centric strategies;
As key domain expert in matters related to Databases, Cloud, Big Data, etc;
Work with the team on design, architect, administration andsupport for organization's Databaserequirements;
Risk Management in relation to Data Management;
Involved in crafting the Dataand Governance Strategy for organization;
Handledatabasecapacity planning and performance tuning;
Plan and execute work load tests, backup/recovery, replication anddisaster recovery;
Keep abreast on the latest related to Databases technologies.

Job Description : Exciting Opportunity for Database Manager to be a subject matter expert for the organization, you will also be involved in exciting Data-intensive projects.Mandatory Skill(s) * More than 5 yearsof experience inDatabase enginee"
