Title,Location,Company,Salary,Sponsored,Description
DATA SCIENTIST #SGUNITEDJOBS,Singapore,DRAVAM PTE. LTD.,,Organic,"We are seeking a highly skilled Data Scientist with a storied history in the technology sector.
Company Background:
Dravam delivers intelligent solutions to fuel quality monitoring in real-time to ensure transportation of marine fuel in compliance. The founding team has more than 20 years of experience in oil & gas industry, with the CEO having spent more than 7 years of research in NUS on multiphase-flow and algorithm development, and the BD director having more than 10 years in managing start-up investments and operations.
Dravam is a deep-tech start-up from NUS Graduate Innovation Research Program, and has just won the grand prize of MPA-Pier71’s Smart Port Challenge 2019, and has hence received financial backing from MPA, NUS-GRIP and ESG.
Dravam is searching for motivated and skilled individuals, who are willing to dedicate their efforts to Dravam’s vision of heralding transparency in fueling operations.
The Role:
You will be part of the dynamic founding team, undertaking the role of Data Scientist, in developing and implementation of a machine learning based monitoring software, based on instrumentation signals and fuel quality data spec-sheets from laboratory testing.
Responsibilities:
Formulating, suggesting and managing data driven projects which are geared at furthering the business.
Work with stakeholders to identify opportunities for leveraging company data to drive business solutions.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Prepare the technical documentation and systems requisitions and perform the technical evaluations.
Liaising with clients, suppliers, contractors, and relevant authorities
Develop and deploy custom data models and algorithms to apply upon acquired data sets, in line with optimizing customer experiences and revenue generation.
Analyse processes and developed models, to monitor performance and implement strategies to improve and scale the deployed application.
Work cross-department to support hardware operations by providing inputs on data gathering processes.
Coordinate and support the project execution team with necessary inputs on data driven insights.
Requirements
Degree in Statistics, Mathematics, Computer Science or another quantitative field
Experience writing production quality codes in Python / C.
Experience using statistical computer languages to manipulate data and draw insights from large data sets.
Experience with at least one of the main cloud computing platforms in the market for training and deployment of AI solutions.
Experience with feature engineering and with supervised and unsupervised learning techniques, also able to provide insights onto their real-world advantages/ drawbacks.
Proficient in model development with open-source libraries such as TensorFlow with at least 2 major projects under your belt.
Strong problem solving skills with an emphasis on product development
Comfortable working with a wide range of stakeholders and functional teams
Compliance with prevailing ethical standards
Staying on top of technology trends and developments
Excellent written and verbal communication skills for coordinating across teams
What makes you stand out:
Demonstrated history with tech implementation, especially in start-ups.
Extensive industry knowledge with an eye towards the future.
Passionate about constructing data-driven predictive numerical and machine learning models.
Thrive in a collaborative and dynamic environment.
Pluses we look out:
Advanced degree (M.S. or PhD) in a qualitative field.
2-3 years of work experience in technology role.
Experience in technology management role.
Contact:
Vivek Premanadhan
Chief Executive Officer| Dravam Pte. Ltd.
71 Ayer Rajah Crescent, #02-15, Singapore 139951
Email: vivek@dravam.com | Phone:+65 8185 6227 | Website: www.dravam.com"
#SGUNITEDJOBS DATA SCIENTIST,Singapore,UBISOFT SINGAPORE PTE. LTD.,,Organic,"The Player Intelligence Division is a transversal entity, which operates across the Singapore and Chengdu studios, with the purpose of advocating and implementing best practices in terms of business intelligence, customer insights, big data, and playtest management.
Reporting to the Head of Business Intelligence, the Senior Analyst will act as a consultant within production team and help transform the needs of the various stakeholders (producers, art directors, designers, monetisation directors, etc.) into actionable KPIs.
He /She will be able to navigate around the complexity of the project, to understand to questions, blockers and challenges faced by the teams, and to define and implement analytical processes to answer these needs with actionable recommendations.
The Senior Analyst will be able to interact with technicians and to understand the complexity of software infrastructure.
He /She will put in place systems that will allow the whole team to gather real-time feedback about the players’ behaviour and to transform them into real time game improvement.
He / She will provide reports and insights and interact and learn with regional and global Analytics teams.
Extremely analytical, quantitative and comfortable with data, he/she will be able to recruit and manage data analysts to deliver reports and dashboard to support the project.

Responsibilities
Source needs from the teams and transform them into actionable methodologies and analysis
Work closely with the development team to define business and technical requirements for integrating new tracking into the game
Perform analysis and produce meaningful insights and recommendations to improve game design, player acquisition, retention and monetization.
Manage periodical business reporting of games, working across multiple teams to identify and present high-level analytics to key-stakeholders and executives.
Collaborate with other analytic teams within the corporation
Recruit and manage analysts if required by the project
Qualifications
Ideally a degree in Analytics / Econometrics OR in related fields like Business / Computer Science / Economics / Information Engineering / Mathematics
Very good communication skills, enjoy communication with other people and an outspoken personality
Very good experience with programming languages (C++, Python, Ruby, Javascript)
Good SQL knowledge required
Ability to work independently and manage a range of parallel projects
Prior experience in analyzing big data with focus on: data viz, data mining and privacy
Knowledge about the games industry market
Knowledge about various business models related to game industry and related industry relevant key performance indicators
Good to advanced knowledge on Statistics, Mathematics, Business and Economics
Experience with frontend / backend web services technologies will give the candidate an edge"
#SGUNITEDJOBS JUNIOR DATA SCIENTIST - ECOMMERCE PRODUCT ANAL...,Singapore,CRESCO DATA PTE. LTD.,,Organic,"CrescoData is an exciting market leader in the Commerce space. Headquartered in Singapore, it delivers Commerce-in-the-Cloud services to enterprise customers across the globe.
This is a unique opportunity to work in an agile market-leading company in a fast growing sector and work with large global customers. At Cresco we work hard as an energetic tight-knit team, we are hustlers who pull together and have FUN! Come and join us on our journey.

Culture:
Culture is something that is really important to us at CrescoData. You’ll be joining a friendly, inclusive team that values people, growth, development and fun! We regularly run weekly company initiatives like fitness bootcamps, team building days, monthly awards for going above and beyond and team events to reward hard work and a great attitude. Expect to join a unique market leading Singapore company with a global culture and mindset.

Responsibilities:
This role is a 6 months temporary position with a view to a permanent role.

Working with a wide range of global enterprise businesses to deliver CrescoData projects on time and within budget. Reporting directly to the Head of Delivery to accomplish project objectives by planning, evaluating and managing project activities.

Job duties:
Internal projects & processes
Support Head of Delivery to deliver projects on time and budget
Review internal errors to proactively report and action off.
Work with spreadsheets of product data to create reports and analysis.
Do end to end UAT testing to validate development of new integrations. Channels include - eCommerce, Marketplaces, Warehouse Management systems.
Continually improve processes and explores new opportunities to add value
Customer Work
Analysis of monthly products that need to be loaded to marketplaces like Lazada, Zalora and Shopee.
QC on products loaded to marketplaces, to ensure all are loaded correctly.
Support with management and delivery of customer work on time and on-budget
Follow up with customers for missing information to drive projects
Meet and exceed customer expectations
Characteristics:
Must have the ability to work in Singapore
Good communication & self management skills
Strong analytical mindset
A high attention to detail
Is systematic and can follow data workflows and processes
Inquisitive nature who can logically troubleshoot problems.
Has a willingness to learn and prides themselves on high standards.
An interest in Tech & Digital
Skills:
Is a master of excel spreadsheets and manipulating data through formulas.
Experience in eCommerce and marketplaces is preferal.
Understanding Python to create scripts to report data from.
Understanding of json is beneficial.
What we can offer you:
A unique opportunity to work in a high growth start up at the start of its massive ramp up. Opportunity to grow with us!
On the job training and personal development
Mentorship and support from experienced, dedicated professionals to help guide your career
A fun, stimulating work environment in Duxton
Flexible working
Regular team building events (we’ve been on Cooking Challenges, Kayaking in Bintan, Beach clean with beach games), free Wednesday lunch, free weekly bootcamp and free Friday drinks!

Please send your CV, a covering letter outlining your experience and why we should pick you."
Data Scientist,Singapore,Dun & Bradstreet Singapore Pte Ltd,,Organic,"Job Responsibilities: Provide data analytics planning and strategy that involves data analytics visioning and road mapping, business case development, implementation planning, organizational planning, budget and risk management planning. Gather and document business requirements from business stakeholders, scope the problem and develop business case to transform data into critical information and knowledge that are essential for policy making and streamlining operations. Perform data cleaning, pre-processing and feature engineering that will aid in the process of meaningful analysis. Design predictive modelling and credit risk management solution. Monitor and design dashboards and interactive visualization for customer solution delivery. Present data insights to business users and stakeholders. Work with stakeholders to ensure smooth deployment and adoption of new solution Job Requirements: Diploma / Degree in Mathematics, Statistics, Business Analytics, Computer Science, Information Systems or related fields. Proficiency in Business Intelligence (BI) tools, such as Power BI, Tableau or other BI softwares. R Language / Python for statistical modelling and machine learning. Competent in SQL to query databases. Possess good communication and presentation skills to explain the findings to business stakeholders. Possess strong logical reasoning and analytical skills to merge statistical insights with business realities.

Diploma, Bachelor's / Honours, Masters / PhD

Minimum of 3 year(s) experience needed for this position"
Quantitative Analyst/Data Scientist (Trading/Forex/Investmen...,Tanjong Pagar,Wechain Fintech Pte. Ltd.,,Organic,"Quantitative Analyst/Data Scientist (Trading/Forex/Investment)
Responsibilities:
Evaluate large data sets in advanced statistical methods (like machine learning) to model finance market and advice team for identifying strategic trades in the financial markets.
For example:
Feature engineering on financial market data, social media data, blockchain data and market trends.
Identify market trend/pattern based on own analysis and provide visualization
Requirements:
Masters degree in a relevant discipline (e.g. math, statistics, optimization, computer science, etc.).
Proficiency in Python/C++, and working with databases like SQL, ElasticSearch.
Skilled in machine learning, and execllent in supervised or unsupervised learning.
Experience in trading forex, crypto or other financial product, etc.
Ability to meet deadlines and fast paced environment
Culture & Benefits:
We promote listen, care and improve culture
We want our talents grow together with us and continues seeking for improvement.
Experience the energetic and fast-growing working environment
Attractive Variable Bonus, quarterly performance incentive
Great benefit and regular staff event/activity
Working Location: Walking distance to Tanjong Pagar MRT
Job Type: Full-time
Experience:
Data Scientist: 1 year (Preferred)
Work eligibility status:
Require work sponsorship to be eligible to work in Singapore (Preferred)"
Data Scientist,Singapore,Government Technology Agency,,Organic,"(Job Number: 01VM8)
We are looking for Data Scientists who are interested in using data to draw insights that will result in policy changes or business process optimisation, benefiting the public. The applicant will be scoping projects with stakeholders, using data sets across Government Agencies, applying business acumen to tease out relevant impactful insights, and presenting insights in a clear, concise manner by using appropriate visualisations.

He/she should have some training and working experiences on data analytics, and should be comfortable with hands-on data manipulation, data modelling and data visualisation. He/she should also be comfortable with engaging stakeholders on sharpening their business problems.

The analytics work that we do are typically action oriented and cross-cutting across various domains such as social, economic and infrastructure sectors. Over time, he/she will gain exposure to various policy and ops domains and become more adept in bridging between business users and technical expertise.

What to Expect:
Work closely with stakeholders to understand their business challenges, scope the problem and develop business case on how to turn data into critical information and knowledge that are actionable and impactful,.
Perform data cleaning, pre-processing, feature engineering and build relevant models to conduct meaningful analysis. Apply appropriate visualisation techniques to communicate the insight effectively. Iterate with the stakeholders to perform subsequent deep dives based on the initial insights.
Depending on the use case, design of dashboards and interactive visualisations as tools for data exploration and storytelling may be expected.
Potentially deployed to other Government Agencies to be their resident Data Scientist. This will involve formulating and implementing strategies to build strong pipeline of impactful projects at the Agency and executing these projects.
How to Succeed:
Bachelor Degree in Computer Science, Statistics, Economics, Quantitative Social Science, or related degrees. Advanced degrees preferred. We will also factor in relevant certifications (e.g., Coursera)
Minimum 2 years of relevant working experience, preferably in public sector or data science field
Ability to take a broad, strategic perspective as well as drill deep to understand business needs and challenges
Understand key concepts, techniques and considerations in machine learning and data analytics
Training and relevant experience in one or more of the following areas:
Data science tools such as R, Python
Visual analytics technologies like Tableau, Qlik
Excellent communication skills, both oral and written, with ability to pitch ideas and influence stakeholders
Strong analytical, conceptualisation and problem solving skills
Team player with strong organization and people handling skills
Passion for the use of analytics and data to improve Public Service

Schedule - Full-time
Employee Status - Permanent"
Data Scientist,Singapore,Comtel Solutions Pte Ltd,,Organic,"Develop data model that are meaningful and impactful on a critical market data application
Develop data model that are meaningful and impactful on a critical market data application.
Interpret data and analyses data with SQL, R, Octave, Python.
Build up analytic dashboard with QlikSense, Power BI, R Shinny.
Strong hands-on experience in Python, R, or Octave
Good knowledge in mathematic modelling, statistics, probabilities.
Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot, Topic Modelling, Entity Recognition.
Experience in UI presentation, QlikSense, Power BI, R Shiny, orD3.js
Strong knowledge in SQL (Oracle, MySQL, MariaDB)
Familiar with Linux operation system"
Data Scientist,Singapore,Snaphunt Pte Ltd,,Organic,"The Offer Work alongside & learn from best in class talent Great work environment The Employer Committed to helping clients achieve their business objectives, they are a technology services company that delivers flexible solutions. They have proven that extensive experience, strategic partnerships and management of customer satisfaction results in rapid client acquisition and high client retention. The Job You will be responsible for : Creating predictive and prescriptive models that could have a positive impact on the business. Driving all data analytics activities ranging from conceptualisation, visualisation to operationalisation. Performing statistical analysis on historical data to validate models. Working across stakeholders to identify and capitalise on opportunities to leverage data to drive business solutions. Implementing real-time analytics use-cases on the Hadoop ecosystem. The Profile You possess an advanced degree in Mathematics, Statistics, Computer Science or related field. You have at least 3 years experience within a Data Scientist role. You have proven Java or Python development skills You have experience with one or more of the following: SAS, SPSS, Python, R, Hadoop or SQL. You have expertise in Data Mining & Knowledge Discovery, Predictive Modelling (Regression, Neural Networks etc) and Data Visualisation Tools (Tableau, Qlikview, Hue etc.). You pay strong attention to detail and deliver work that is of a high standard You possess strong analytical skills and are comfortable dealing with numerical data You are a self-starter and demonstrate a high level of resilience Ref : 07650311

ITE/ NITEC/ Higher NITEC, Diploma, Bachelor's / Honours

Minimum of 3 year(s) experience needed for this position"
Data Science Researcher (Python / Spark / Hadoop),Singapore,Michael Page,,Organic,"Opportunity to work with Advanced Technologies
Highly Collaborative Environment
About Our Client
Our client is an Artificial Intelligence Platform and they are looking for a highly analytical Data Science Researcher (Python / Spark / Hadoop) to explore huge datasets from various environments and apply state of the art AI/ML techniques to solve real world business problems.
Job Description
As the Data Science Researcher (Python / Spark / Hadoop), you are responsible for:
Engaging with clients and identifying key problem statements in the areas of risk, fraud or natural language processing (NLP).
Researching and experimenting with state-of-the-art machine learning (ML) / AI algorithms to solve said key problem statements.
Driving continuous functionality and feature improvements of the AI products.
Collaborating with other research scientists and engineers to formulate innovative solutions to implement advanced AI techniques and taking them to production.
The Successful Applicant
As a successful applicant, you will have a PhD in Computer Science or equivalent with minimum of 2 years of experience in the Data Science domain, backed by a good track record of working on Anomaly Detection and Clustering use cases. You will also be an expert with Python as a programming language, backed by a strong understanding of Big Data infrastructure technologies such as Spark / Hadoop etc.
You will have a strong background in Natural Language Processing (NLP), coupled with relevant working experience in Graph databases and Graph algorithms.
What's on Offer
Opportunity to work with Advanced Technologies
Highly Collaborative Environment
Attractive Salary Package
Contact:
Ray Liang
Quote job ref: 4141452
+65 9723 9218
Save Job
Apply
Data Science Researcher (Python / Spark / Hadoop)
From email *
To email *
Our client is an Artificial Intelligence Platform and they are looking for a highly analytical Data Science Researcher (Python / Spark / Hadoop) to explore huge datasets from various environments and apply state of the art AI/ML techniques to solve real world business problems.
Job Description
As the Data Science Researcher (Python / Spark / Hadoop), you are responsible for:
Engaging with clients and identifying key problem statements in the areas of risk, fraud or natural language processing (NLP).
Researching and experimenting with state-of-the-art machine learning (ML) / AI algorithms to solve said key problem statements.
Driving continuous functionality and feature improvements of the AI products.
Collaborating with other research scientists and engineers to formulate innovative solutions to implement advanced AI techniques and taking them to production.
The Successful Applicant
As a successful applicant, you will have a PhD in Computer Science or equivalent with minimum of 2 years of experience in the Data Science domain, backed by a good track record of working on Anomaly Detection and Clustering use cases. You will also be an expert with Python as a programming language, backed by a strong understanding of Big Data infrastructure technologies such as Spark / Hadoop etc. You will have a strong background in Natural Language Processing (NLP), coupled with relevant working experience in Graph databases and Graph algorithms.
What's on Offer
Opportunity to work with Advanced Technologies
Highly Collaborative Environment
Attractive Salary Package
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Data Analysis
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Ray Liang
Consultant contact:+65 9723 9218"
Data Scientist (Python / AWS),Singapore,Michael Page,,Organic,"Opportunity to work with Advance Technologies
Leading the Data-Driven Culture
About Our Client
Our client is one of the Market Leaders in the Shipping Industry and they are looking for a Data Scientist (Python / AWS) to build analytics solutions that will lead the business into the data-driven era.
Job Description
As the Data Scientist (Python / AWS), you are responsible for:
Collaborating with cross functional teams to understand business requirements and provide solutions in areas involving Finance / Supply Chain / Customer Service etc.
Driving continuous functionality and feature improvements in data systems.
Developing meaningful dashboards and communicating business insights to the key stakeholders and evangelising a Data Driven Culture within the Organization.
Lead projects such as time-series forecasting and costing optimization and presenting the findings to senior stakeholders.
The Successful Applicant
As a successful applicant, you will have a Degree in Information Technology or equivalent with minimum of 4 years of experience in the Data Analytics domain, backed by strong experience with both unstructured and structured Data. You will have a proven track record of working in Data Analytics projects within Finance / Supply Chain / Customer Service domains, coupled with good knowledge with Machine Learning Techniques such as Time Series Forecasting / Clustering / Decision Tree Learning etc.
You will have a strong experience with visualization tools such as Tableau / PowerBI, backed by relevant working experience with Python and Python Packages such as Pandas, Matplotlib, PySpark etc. You will also have a proven track record of working with AWS Cloud technologies and performing data extraction / data modelling on AWS platform.
What's on Offer
Opportunity to work with Advance Technologies
Leading the Data-Driven Culture
Competitive Salary Package
Contact:
Ray Liang
Quote job ref: 4125303
+65 9723 9218
Save Job
Apply
Data Scientist (Python / AWS)
From email *
To email *
Our client is one of the Market Leaders in the Shipping Industry and they are looking for a Data Scientist (Python / AWS) to build analytics solutions that will lead the business into the data-driven era.
Job Description
As the Data Scientist (Python / AWS), you are responsible for:
Collaborating with cross functional teams to understand business requirements and provide solutions in areas involving Finance / Supply Chain / Customer Service etc.
Driving continuous functionality and feature improvements in data systems.
Developing meaningful dashboards and communicating business insights to the key stakeholders and evangelising a Data Driven Culture within the Organization.
Lead projects such as time-series forecasting and costing optimization and presenting the findings to senior stakeholders.
The Successful Applicant
As a successful applicant, you will have a Degree in Information Technology or equivalent with minimum of 4 years of experience in the Data Analytics domain, backed by strong experience with both unstructured and structured Data. You will have a proven track record of working in Data Analytics projects within Finance / Supply Chain / Customer Service domains, coupled with good knowledge with Machine Learning Techniques such as Time Series Forecasting / Clustering / Decision Tree Learning etc. You will have a strong experience with visualization tools such as Tableau / PowerBI, backed by relevant working experience with Python and Python Packages such as Pandas, Matplotlib, PySpark etc. You will also have a proven track record of working with AWS Cloud technologies and performing data extraction / data modelling on AWS platform.
What's on Offer
Opportunity to work with Advance Technologies
Leading the Data-Driven Culture
Competitive Salary Package
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Data Analysis
Industry:Transport & Distribution
Location:Singapore
Contract Type:Permanent
Consultant name:Ray Liang
Consultant contact:+65 9723 9218"
Data Scientist,Singapore,Kelly Services Singapore,,Organic,"A Bachelor in Data Scientist/Computer Course
At least 5 years of data analytics exposure
Applying machine learning models and NLP
Requirement:
A Bachelor's degree in Data Scientist or Computer Science (or equivalent experience)
5 - 10 years of data analytics exposure
Have experience in applying machine learning models
Able to perform unix / linux scripting.
Writing of documents that clearly explain how algorithms should be implemented, verified and validated
Strong hands-on experience in Python, R, or Octave
Good knowledge in mathematic modelling, statistics, probabilities.
Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot, Topic Modelling, Entity Recognition.
Experience in UI presentation, QlikSense, Power BI, R Shiny, orD3.js
Strong knowledge in SQL (Oracle, MySQL, MariaDB)
Familiar with Linux operation system
We regret to inform that only shortlisted candidates will be contacted.
EA License No. 01C4394
EA Registration No. R1329705 (Lopez Geraldine Pascual)
EA License No.: 01C4394
EA Registration No.: R1329705

0021_157518517429557"
Data Scientist,Singapore,Kelly Services Singapore,,Organic,"A Bachelor in Data Scientist/Computer Course
At least 5 years of data analytics exposure
Applying machine learning models and NLP
Requirement:
A Bachelor's degree in Data Scientist or Computer Science (or equivalent experience)
5 - 10 years of data analytics exposure
Have experience in applying machine learning models
Able to perform unix / linux scripting.
Writing of documents that clearly explain how algorithms should be implemented, verified and validated
Strong hands-on experience in Python, R, or Octave
Good knowledge in mathematic modelling, statistics, probabilities.
Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot, Topic Modelling, Entity Recognition.
Experience in UI presentation, QlikSense, Power BI, R Shiny, orD3.js
Strong knowledge in SQL (Oracle, MySQL, MariaDB)
Familiar with Linux operation system
We regret to inform that only shortlisted candidates will be contacted.
EA License No. 01C4394
EA Registration No. R1329705 (Lopez Geraldine Pascual)
EA License No.: 01C4394
EA Registration No.: R1329705

0021_157518517429557"
Data Scientist,Singapore,Comtel Solutions Pte Ltd,,Organic,"Develop data model that are meaningful and impactful on a critical market data application
Develop data model that are meaningful and impactful on a critical market data application.
Interpret data and analyses data with SQL, R, Octave, Python.
Build up analytic dashboard with QlikSense, Power BI, R Shinny.
Strong hands-on experience in Python, R, or Octave
Good knowledge in mathematic modelling, statistics, probabilities.
Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot, Topic Modelling, Entity Recognition.
Experience in UI presentation, QlikSense, Power BI, R Shiny, orD3.js
Strong knowledge in SQL (Oracle, MySQL, MariaDB)
Familiar with Linux operation system"
Data Scientist,Singapore,Snaphunt Pte Ltd,,Organic,"The Offer Work alongside & learn from best in class talent Great work environment The Employer Committed to helping clients achieve their business objectives, they are a technology services company that delivers flexible solutions. They have proven that extensive experience, strategic partnerships and management of customer satisfaction results in rapid client acquisition and high client retention. The Job You will be responsible for : Creating predictive and prescriptive models that could have a positive impact on the business. Driving all data analytics activities ranging from conceptualisation, visualisation to operationalisation. Performing statistical analysis on historical data to validate models. Working across stakeholders to identify and capitalise on opportunities to leverage data to drive business solutions. Implementing real-time analytics use-cases on the Hadoop ecosystem. The Profile You possess an advanced degree in Mathematics, Statistics, Computer Science or related field. You have at least 3 years experience within a Data Scientist role. You have proven Java or Python development skills You have experience with one or more of the following: SAS, SPSS, Python, R, Hadoop or SQL. You have expertise in Data Mining & Knowledge Discovery, Predictive Modelling (Regression, Neural Networks etc) and Data Visualisation Tools (Tableau, Qlikview, Hue etc.). You pay strong attention to detail and deliver work that is of a high standard You possess strong analytical skills and are comfortable dealing with numerical data You are a self-starter and demonstrate a high level of resilience Ref : 07650311

ITE/ NITEC/ Higher NITEC, Diploma, Bachelor's / Honours

Minimum of 3 year(s) experience needed for this position"
Data Scientist,Central Singapore,CITI,,Organic,"Job Purpose:
We are looking for a Data Scientist to join our team to work on varied and challenging projects across the financial markets businesses. You will work closely with the sales and trading functions and Data Analytics Team members to deliver solutions through new and existing channels.
Job Background/context:
We believe the future is with us !
Home to where we define, ideate, develop and distribute production-ready financial solutions of far-reaching impact. And right now, the door’s open to direct the future of our technology for a truly global client base. This means collaborating with the keenest minds in data science, big data, software engineering, web development, UX design and more. Doers looking to bring the next bold ideas to life for a fascinating array of clients - investing, trading and transacting at the forefront of change in markets and economies the world over.
If you have this kind of vision, capable of seeing ahead, of developing a clear path forward in a quest to try the as yet untried, here is the opportunity. In a supported, resource-rich, vibrant co-working environment, part of an ecosystem of globally interconnected labs, realising a broader mission of enabling growth and economic progress on a scale you won’t find anywhere else. Welcome to our APAC Cross Markets Analytics & Digitization (CMAD), Team
Key Responsibilities:
Engage with key stakeholders across the markets businesses to understand problems and find data driven solutions
Analysis of large and complex datasets to find insights and then propose ideas to optimize businesses across asset classes (FX, Rates, Credit, Equities)
Work alongside other CMAD team members to produce fast, reliable and scalable systems
Skills & Qualifications:
You have a strong practical understanding/implementation of data science and machine learning methodologies and experience in applying them
You have a good understanding of the Python/ R language and machine learning libraries (pandas, scikit-learn, etc)
You have experience with data visualisation libraries (Matplotlib / Ggplot2) or tools like Tableau
You understand how to use SQL, PostgreSQL, S3 and have some experience with GCP /AWS
You have experience in presenting complex data driven ideas and insights to Sales /Trading management
You have high development standards, especially for code quality, code reviews, unit testing, continuous integration and deployment
You have a passion for data and a strong desire to work in a large financial services organisation
You are an adaptable, resourceful, well organised team player with a strong work ethic
You agree that verbal and written communication skills are vital
You are educated to degree level or above , preferably with Masters /PhD
-
Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - SG
-
Time Type :Full time
-
Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity .
To view the ""EEO is the Law"" poster . To view the EEO is the Law Supplement .
To view the EEO Policy Statement .
To view the Pay Transparency Posting ."
Data Scientist - Listing,Singapore,Shopee,,Organic,"Job Description:
Analyze massive product listing data to uncover insightful knowledge about product on e-commerce platform and translate research to business impact.
You are expected to be proficient in one of the machine learning domains, such Natural Language Processing (NLP), and Computer Vision (CV), etc. You will learn the business pain points, perform in-depth data wrangling and analysis, deploy advanced machine learning algorithms to tackle complex business problems.
At Shopee, you will work in a fast-paced, dynamic environment, where we quickly learn and adapt, and always passionate on problem solving with collaborative team spirit.
Requirements:
Experience with programming languages such as Python
Experience on SQL, Spark.
Knowledge on Natural Language Process (NLP) and Computer Vision (CV) algorithms.
Familiar with various supervised and unsupervised models to uncover insights from large scale of text and image data.
Experience in Tensorflow or Pytorch machine learning framework.
Preferred Qualifications:
Having one or more of the following skills will be a big plus.
Working experience of deploying state-of-the-art deep learning models
Experience on e-commerce domain"
Junior Scientist (1 year contract),Tuas,Firmenich,,Organic,"Key Responsibilities:
Assist Senior Technical Development Managers in their projects

Manage lab supply (raw material, packaging, bases and oils)

Manage administrative internal systems / tasks

Maintain the laboratory and equipment as well as cleanliness of workplace

Follow established HSE rules and proactively propose improvement

Analyze data and write project reports or make recommendation

Keep daily record on orders, dispatches, and laboratory work

We value:
Graduates (BSc) in Chemistry or Polytechnic diploma holder with relevant experience

Able to work independently in an organized & meticulous way

Diligent, motivated worker and with integrity

Team player with good communication skills

Possess basic computer skills (power point, excel & words)

We offer:
A global and diverse working environment

Highly dynamic and multicultural company

Fair and competitive remuneration package

Work Location: 10 Tuas West Road Singapore 638377"
#SGUNITEDJOBS DATA SCIENTIST,Singapore,EASYMILE PTE. LTD.,,Organic,"JOB TITLE : DATA SCIENTIST

Job Description
We are looking for highly motivated people to build the road ahead and invent solutions to challenges never met before.
Beyond excellent technical skills, we are looking for the right attitude: ambition, creativity and perseverance.
Highlighting strong values such as innovation, excellence and team spirit, EasyMile’s team keeps pushing boundaries to invent the future of mobility.
Your future responsibilities :
Explore, design, document, implement Deep Learning based networks for our autonomous vehicle
Scene Understanding based algorithms (Object detection, Tracking, Traffic Lights and Signs) Navigation
Explore, analyze and curate specific datasets.
Coordinate / liaise with other teams for implementation of the whole pipeline involving Deep Learning
Implement and maintain unit tests and integration tests, with maximum automation (Optional) Test feature(s) on the field in the vehicle
Collaborate with cross functional agile teams of software engineers, data scientists, and others.
Preferred Experience
There is no typical profile at EasyMile, we all come from different backgrounds and that is what makes us strong!
Don't hesitate to apply if you are motivated and interested by innovative transportation and technologies .
We are looking for:
Degree or equivalent / higher or equivalent experience in Computer Science, Electrical Engineering, Machine Learning, Artificial Intelligence, Applied Math, or a related field.
Proven Experience in Python and any of the following frameworks: Tensorflow (estimator, dataset), Keras, PyTorch or Theano
Experience in designing, prototyping, implementing Deep Learning architectures for the purpose of Scene Understanding: Data mining, network design, optimization techniques
Experience in data modeling / manipulation.
Some experience in OpenCV for computer vision
Demonstrable programming aptitude.
Very good oral and written English.
*Desirable *
Some experience in C++
Practical experience using OpenCV computer vision algorithms
Previous experience with Deep Learning applied to autonomous navigation
Previous experience with fusioning LIDAR, Radar and Visual data for Deep Learning
Recruitment Process
30 minutes call with Interviewer
1 hour meeting with the Singapour Team and Manager
1 case-study with the team in our office
1 hours meeting via Hangout with the recruitment manager (based in Toulouse-France)
We'll give you an answer 15 days after your interview (even if the answer is negative, it's good to have a constructive feedback).
This offer is open to people with disabilities.
Additional Information
Contract Type: Full-Time
Start Date: 15 March 2020
Location: Singapour, Singapore (068622)
Education Level: Master's Degree
Experience: > 2 years"
